PO_ID,Supplier_ID,Product_ID,Order_Date,Delivery_Date,Quantity,Unit_Cost,Total_Cost,Order_Status
129990,1878,6028,2025-02-01,2025-02-13,342,3080.45,1053513.9,Delayed
129991,1450,5953,2025-06-02,2025-06-08,489,120.25,58802.25,Pending
129992,1223,5342,2025-03-20,2025-04-18,699,2909.76,2033922.24,Pending
129993,1461,6311,2025-08-15,2025-08-26,510,1651.36,842193.6,Completed
129994,1268,5315,2025-04-10,2025-05-18,718,1103.67,792435.06,Delayed
129995,1941,6775,2025-08-30,2025-09-06,571,4212.48,2405326.08,Pending
129996,1047,5954,2025-12-27,2026-01-23,642,2179.73,1399386.66,Completed
129997,1649,6363,2025-12-02,2025-12-23,280,4170.03,1167608.4,Delayed
129998,1627,6921,2025-02-12,2025-03-23,459,4601.73,2112194.07,Cancelled
129999,1944,5314,2025-03-12,2025-03-22,734,3138.34,2303541.56,Pending
130000,1186,6463,2024-09-20,2024-10-09,646,3011.5,1945429.0,Completed
130001,1554,5440,2026-05-05,2026-05-18,617,3230.9,1993465.3,Pending
130002,1453,5681,2025-08-18,2025-09-16,112,1063.08,119064.96,Cancelled
130003,1893,6307,2025-07-24,2025-08-01,167,4304.52,718854.84,Delayed
130004,1980,6229,2024-11-24,2024-12-12,554,1484.74,822545.96,Cancelled
130005,1755,6465,2025-09-22,2025-11-06,105,731.88,76847.4,Pending
130006,1461,6566,2024-11-12,2024-12-18,86,3691.95,317507.7,Cancelled
130007,1176,6454,2026-06-12,2026-06-26,756,683.21,516506.76,Delayed
130008,1277,6197,2025-07-21,2025-08-22,113,2408.85,272200.05,Pending
130009,1484,6280,2026-02-23,2026-03-01,642,4915.85,3155975.7,Cancelled
130010,1646,6571,2025-04-30,2025-05-06,28,1613.45,45176.6,Cancelled
130011,1182,5750,2026-04-19,2026-04-26,152,262.73,39934.96,Delayed
130012,1240,5319,2026-01-14,2026-01-22,517,1364.93,705668.81,Cancelled
130013,1026,5721,2025-07-20,2025-08-21,388,3046.18,1181917.84,Cancelled
130014,1036,6482,2025-09-18,2025-10-29,111,1922.02,213344.22,Delayed
130015,1032,5235,2026-08-08,2026-08-19,316,1092.17,345125.72,Pending
130016,1420,6060,2024-12-28,2025-01-14,288,4797.68,1381731.84,Cancelled
130017,1135,6644,2026-06-17,2026-06-29,447,1855.84,829560.48,Cancelled
130018,1199,5199,2026-08-14,2026-09-22,675,718.1,484717.5,Completed
130019,1625,5442,2025-02-22,2025-03-10,284,2629.23,746701.32,Delayed
130020,1924,6311,2026-01-26,2026-02-11,564,2309.54,1302580.56,Pending
130021,1244,5737,2024-11-16,2024-12-27,258,3298.36,850976.88,Completed
130022,1927,6883,2025-09-29,2025-10-26,748,3229.74,2415845.52,Pending
130023,1642,6333,2025-03-15,2025-04-18,351,1544.2,542014.2,Cancelled
130024,1266,6485,2026-02-22,2026-02-27,295,79.42,23428.9,Pending
130025,1478,6142,2025-04-01,2025-04-15,507,2426.04,1230002.28,Completed
130026,1034,6023,2025-01-10,2025-02-23,405,2372.14,960716.7,Pending
130027,1500,5589,2025-06-12,2025-06-21,277,758.95,210229.15,Completed
130028,1788,6060,2024-11-03,2024-12-18,762,4815.73,3669586.26,Cancelled
130029,1704,6273,2025-09-12,2025-10-02,559,1073.07,599846.13,Cancelled
130030,1928,5957,2026-06-23,2026-07-07,573,3898.72,2233966.56,Delayed
130031,1355,6446,2024-08-28,2024-09-25,555,960.95,533327.25,Delayed
130032,1893,5831,2026-03-12,2026-03-21,536,4480.69,2401649.84,Completed
130033,1102,6451,2026-05-09,2026-05-31,361,1632.25,589242.25,Delayed
130034,1640,6754,2025-04-19,2025-05-13,507,2258.86,1145242.02,Pending
130035,1850,5327,2026-06-04,2026-07-05,603,915.82,552239.46,Completed
130036,1606,5033,2026-02-24,2026-04-03,271,2630.58,712887.18,Completed
130037,1405,5287,2025-06-07,2025-07-15,315,1854.71,584233.65,Pending
130038,1290,6693,2024-09-14,2024-10-10,451,1352.96,610184.96,Cancelled
130039,1909,6562,2026-08-06,2026-09-02,334,2904.25,970019.5,Cancelled
130040,1893,6368,2025-01-09,2025-01-27,509,3025.25,1539852.25,Delayed
130041,1464,6691,2025-12-14,2026-01-12,556,2453.88,1364357.28,Cancelled
130042,1226,6031,2025-04-25,2025-05-14,739,416.33,307667.87,Pending
130043,1876,5373,2024-09-12,2024-10-16,591,1387.72,820142.52,Completed
130044,1330,5333,2026-02-23,2026-03-07,683,3131.3,2138677.9,Pending
130045,1859,5511,2024-09-12,2024-10-08,480,1750.59,840283.2,Completed
130046,1009,6056,2025-06-29,2025-07-05,792,368.83,292113.36,Pending
130047,1189,5621,2026-08-15,2026-08-28,681,215.95,147061.95,Pending
130048,1926,5755,2025-10-07,2025-11-20,618,3558.7,2199276.6,Pending
130049,1996,5936,2025-03-26,2025-05-07,262,2111.41,553189.42,Cancelled
130050,1899,5039,2025-05-07,2025-06-20,141,2952.61,416318.01,Pending
130051,1182,5689,2025-05-04,2025-05-31,544,3560.97,1937167.68,Cancelled
130052,1524,6579,2026-07-19,2026-08-20,338,2507.8,847636.4,Completed
130053,1568,6952,2026-03-16,2026-04-23,159,2893.23,460023.57,Pending
130054,1392,5349,2025-02-07,2025-02-22,542,2821.95,1529496.9,Delayed
130055,1634,5402,2025-11-08,2025-12-08,409,3726.97,1524330.73,Pending
130056,1620,5574,2026-07-05,2026-07-28,673,2328.98,1567403.54,Completed
130057,1592,5680,2024-12-15,2024-12-27,774,3356.45,2597892.3,Cancelled
130058,1401,6366,2025-10-19,2025-11-13,226,2206.81,498739.06,Delayed
130059,1183,6678,2026-07-16,2026-08-10,537,555.68,298400.16,Cancelled
130060,1969,6573,2025-04-05,2025-04-15,524,563.15,295090.6,Pending
130061,1846,5192,2025-02-25,2025-04-08,478,3841.89,1836423.42,Completed
130062,1992,5192,2026-04-14,2026-05-28,326,56.75,18500.5,Completed
130063,1350,5140,2025-05-14,2025-06-08,129,1001.91,129246.39,Delayed
130064,1696,5678,2025-03-28,2025-04-24,379,3853.28,1460393.12,Completed
130065,1767,6283,2025-03-20,2025-04-14,44,2269.44,99855.36,Delayed
130066,1197,5561,2025-04-13,2025-05-27,479,516.37,247341.23,Completed
130067,1552,5777,2025-04-22,2025-05-18,230,2258.96,519560.8,Cancelled
130068,1658,6707,2025-08-16,2025-09-03,190,3018.82,573575.8,Completed
130069,1082,5166,2025-06-27,2025-07-11,338,561.12,189658.56,Cancelled
130070,1864,5735,2025-05-20,2025-06-17,766,4786.39,3666374.74,Delayed
130071,1438,5194,2026-05-27,2026-06-30,186,1729.62,321709.32,Delayed
130072,1876,5497,2025-06-14,2025-07-03,739,4920.52,3636264.28,Completed
130073,1877,5054,2025-04-23,2025-06-05,517,2533.98,1310067.66,Delayed
130074,1358,6391,2025-01-15,2025-01-25,152,3231.66,491212.32,Completed
130075,1188,6164,2025-11-30,2025-12-10,94,3478.94,327020.36,Completed
130076,1103,5988,2024-11-08,2024-12-09,691,4340.89,2999554.99,Pending
130077,1410,5005,2024-08-22,2024-09-29,97,4320.07,419046.79,Pending
130078,1409,5860,2025-02-25,2025-03-04,134,1719.1,230359.4,Cancelled
130079,1170,6379,2025-10-08,2025-10-31,615,3862.73,2375578.95,Delayed
130080,1770,5572,2025-11-02,2025-11-17,183,1910.79,349674.57,Completed
130081,1251,5520,2025-10-04,2025-10-23,271,3137.9,850370.9,Delayed
130082,1731,5883,2024-08-30,2024-09-26,793,450.42,357183.06,Pending
130083,1910,5538,2024-09-23,2024-10-22,791,821.95,650162.45,Completed
130084,1999,6940,2026-08-14,2026-08-29,201,2866.95,576256.95,Cancelled
130085,1473,5594,2026-02-21,2026-03-08,421,1492.88,628502.48,Delayed
130086,1886,5392,2024-10-22,2024-11-06,697,1646.3,1147471.1,Completed
130087,1943,5203,2025-01-10,2025-01-16,736,1795.19,1321259.84,Completed
130088,1534,6097,2026-06-08,2026-07-21,289,1455.18,420547.02,Completed
130089,1742,6342,2024-08-27,2024-10-04,97,3201.19,310515.43,Pending
130090,1928,6328,2025-06-16,2025-07-10,613,972.13,595915.69,Pending
130091,1082,5369,2025-09-02,2025-10-14,101,336.42,33978.42,Pending
130092,1235,5651,2026-05-22,2026-06-30,151,1853.71,279910.21,Cancelled
130093,1964,6520,2025-06-19,2025-07-04,254,2736.68,695116.72,Pending
130094,1234,6797,2026-08-16,2026-09-12,768,536.9,412339.2,Completed
130095,1386,5229,2025-06-02,2025-07-14,721,733.02,528507.42,Cancelled
130096,1619,5521,2025-06-21,2025-07-23,587,3534.42,2074704.54,Delayed
130097,1712,6490,2025-12-19,2026-01-12,241,1327.35,319891.35,Delayed
130098,1660,5359,2026-02-15,2026-03-12,599,1882.13,1127395.87,Completed
130099,1639,6207,2026-02-01,2026-03-13,236,493.36,116432.96,Delayed
130100,1955,6083,2026-02-08,2026-02-25,724,1979.61,1433237.64,Pending
130101,1708,6300,2025-11-29,2026-01-04,265,109.36,28980.4,Cancelled
130102,1606,5463,2024-12-16,2025-01-23,449,1572.66,706124.34,Cancelled
130103,1543,6270,2025-08-19,2025-09-02,451,2594.44,1170092.44,Pending
130104,1602,6498,2024-11-23,2025-01-04,582,3210.01,1868225.82,Delayed
130105,1456,6601,2024-10-26,2024-12-08,324,496.11,160739.64,Delayed
130106,1745,5679,2026-08-06,2026-09-01,534,3004.16,1604221.44,Completed
130107,1870,6477,2026-03-11,2026-03-29,342,3269.08,1118025.36,Pending
130108,1745,5893,2025-03-11,2025-04-14,736,4554.02,3351758.72,Delayed
130109,1247,6938,2026-07-25,2026-08-22,63,4616.64,290848.32,Delayed
130110,1012,6619,2024-10-28,2024-11-02,293,1967.7,576536.1,Pending
130111,1296,5358,2026-03-14,2026-04-08,366,4286.45,1568840.7,Pending
130112,1360,6333,2025-03-08,2025-04-19,457,2326.0,1062982.0,Delayed
130113,1927,5572,2025-07-10,2025-08-02,554,1948.55,1079496.7,Completed
130114,1811,5194,2026-03-27,2026-04-05,640,3422.21,2190214.4,Completed
130115,1680,5477,2026-04-27,2026-05-17,82,1154.85,94697.7,Cancelled
130116,1989,6059,2026-03-12,2026-04-03,796,4666.33,3714398.68,Delayed
130117,1922,5765,2025-05-03,2025-05-27,668,4131.18,2759628.24,Delayed
130118,1958,6995,2025-09-17,2025-09-27,606,3362.4,2037614.4,Cancelled
130119,1549,6932,2025-01-21,2025-02-06,665,215.02,142988.3,Delayed
130120,1476,6126,2026-04-06,2026-05-08,634,4407.55,2794386.7,Completed
130121,1058,6633,2025-09-15,2025-09-20,95,694.43,65970.85,Delayed
130122,1577,5394,2026-01-03,2026-02-04,778,2088.99,1625234.22,Pending
130123,1911,6425,2025-08-10,2025-09-07,280,958.89,268489.2,Pending
130124,1148,6865,2024-09-03,2024-09-29,232,4866.5,1129028.0,Completed
130125,1472,5099,2025-09-07,2025-09-23,274,2097.46,574704.04,Pending
130126,1389,6575,2024-11-04,2024-11-09,211,1007.64,212612.04,Delayed
130127,1938,5050,2026-03-14,2026-03-20,402,2982.67,1199033.34,Completed
130128,1509,5360,2025-10-21,2025-12-04,22,1677.56,36906.32,Delayed
130129,1372,5929,2025-11-28,2025-12-21,582,3482.23,2026657.86,Cancelled
130130,1700,6024,2024-12-01,2024-12-27,613,2208.93,1354074.09,Cancelled
130131,1440,6913,2025-04-01,2025-04-09,596,4716.58,2811081.68,Pending
130132,1143,6499,2025-11-28,2025-12-13,317,706.89,224084.13,Cancelled
130133,1443,5485,2024-09-15,2024-10-16,643,2708.31,1741443.33,Delayed
130134,1792,6785,2026-02-17,2026-03-26,669,4295.56,2873729.64,Delayed
130135,1915,6536,2025-02-10,2025-02-21,332,2063.09,684945.88,Delayed
130136,1921,5837,2026-03-31,2026-04-08,525,4943.19,2595174.75,Completed
130137,1622,6772,2025-04-11,2025-05-04,633,1942.05,1229317.65,Delayed
130138,1991,6466,2025-04-21,2025-05-16,708,4088.53,2894679.24,Pending
130139,1860,5411,2026-03-13,2026-04-07,736,876.16,644853.76,Delayed
130140,1031,6098,2024-12-27,2025-01-06,656,4966.8,3258220.8,Completed
130141,1652,5444,2026-03-04,2026-03-27,350,1791.77,627119.5,Cancelled
130142,1745,5595,2025-03-22,2025-05-03,375,355.68,133380.0,Pending
130143,1701,5470,2025-02-19,2025-03-12,39,2026.38,79028.82,Completed
130144,1245,5825,2026-06-29,2026-07-17,138,585.79,80839.02,Delayed
130145,1602,6891,2024-12-30,2025-02-07,517,419.79,217031.43,Delayed
130146,1099,5160,2025-05-31,2025-06-29,456,820.73,374252.88,Completed
130147,1959,5243,2025-03-10,2025-03-23,259,375.9,97358.1,Cancelled
130148,1220,6117,2026-07-27,2026-09-05,476,1035.03,492674.28,Completed
130149,1515,6351,2026-05-20,2026-06-17,264,2732.15,721287.6,Completed
130150,1291,6516,2025-09-16,2025-10-02,473,1509.41,713950.93,Completed
130151,1592,5362,2026-04-10,2026-04-18,637,3032.6,1931766.2,Pending
130152,1673,6772,2025-05-18,2025-06-15,47,335.7,15777.9,Pending
130153,1158,6327,2026-03-21,2026-04-13,190,4793.61,910785.9,Delayed
130154,1112,5150,2026-05-16,2026-05-30,545,2090.88,1139529.6,Cancelled
130155,1682,6112,2026-05-01,2026-06-07,572,176.64,101038.08,Completed
130156,1456,6606,2026-08-16,2026-09-19,129,873.07,112626.03,Completed
130157,1032,5485,2026-03-11,2026-03-27,541,1441.98,780111.18,Delayed
130158,1409,5827,2025-11-20,2025-11-30,332,308.01,102259.32,Delayed
130159,1796,6459,2024-12-03,2024-12-08,683,589.91,402908.53,Pending
130160,1649,6287,2025-04-17,2025-06-01,155,1012.57,156948.35,Delayed
130161,1326,6054,2025-05-03,2025-06-08,444,2511.24,1114990.56,Cancelled
130162,1119,5122,2026-01-04,2026-02-13,324,837.56,271369.44,Cancelled
130163,1206,6971,2026-03-03,2026-03-21,630,2452.94,1545352.2,Completed
130164,1343,6933,2026-06-01,2026-06-13,149,3903.51,581622.99,Pending
130165,1832,6231,2026-08-07,2026-08-26,43,3107.33,133615.19,Completed
130166,1948,5833,2024-10-12,2024-10-23,547,4364.23,2387233.81,Pending
130167,1983,5359,2025-04-30,2025-06-02,417,1122.85,468228.45,Completed
130168,1295,6214,2026-01-21,2026-02-03,531,4510.44,2395043.64,Pending
130169,1746,6233,2026-06-01,2026-06-28,386,4406.42,1700878.12,Cancelled
130170,1021,5727,2026-02-28,2026-04-04,553,1467.56,811560.68,Pending
130171,1782,6204,2025-10-05,2025-11-05,298,1715.94,511350.12,Cancelled
130172,1923,5408,2025-07-21,2025-08-07,323,2920.37,943279.51,Completed
130173,1482,5513,2026-06-10,2026-06-22,536,3484.58,1867734.88,Completed
130174,1232,6691,2025-04-22,2025-05-11,536,944.83,506428.88,Delayed
130175,1285,6959,2026-07-26,2026-09-02,488,2316.38,1130393.44,Cancelled
130176,1916,5363,2025-09-18,2025-10-10,538,2138.65,1150593.7,Pending
130177,1256,6532,2025-09-02,2025-09-22,637,249.37,158848.69,Completed
130178,1981,6938,2025-01-23,2025-03-02,597,1879.76,1122216.72,Cancelled
130179,1761,6944,2024-11-24,2024-12-26,540,1873.77,1011835.8,Pending
130180,1116,6538,2026-01-30,2026-02-16,592,3657.52,2165251.84,Delayed
130181,1055,6067,2025-09-18,2025-11-02,768,2389.51,1835143.68,Completed
130182,1654,6020,2026-01-05,2026-01-30,112,1204.53,134907.36,Completed
130183,1894,6004,2026-07-13,2026-08-02,409,88.77,36306.93,Pending
130184,1362,6263,2025-08-27,2025-09-23,35,2609.08,91317.8,Cancelled
130185,1429,5671,2026-08-19,2026-09-09,28,566.92,15873.76,Completed
130186,1956,6579,2026-07-14,2026-08-26,623,731.17,455518.91,Completed
130187,1752,5835,2025-07-30,2025-08-29,570,1250.31,712676.7,Completed
130188,1528,5800,2025-02-09,2025-03-23,150,3945.15,591772.5,Delayed
130189,1725,6840,2025-03-14,2025-04-02,305,1670.61,509536.05,Completed
130190,1262,6130,2025-01-22,2025-02-01,711,3158.93,2245999.23,Cancelled
130191,1304,5007,2025-07-09,2025-08-21,774,1719.12,1330598.88,Completed
130192,1377,5039,2025-05-18,2025-05-30,75,3908.94,293170.5,Delayed
130193,1256,6469,2024-10-15,2024-11-10,596,3843.92,2290976.32,Delayed
130194,1232,6923,2025-11-03,2025-12-18,413,1072.51,442946.63,Delayed
130195,1278,5194,2025-08-25,2025-08-30,193,4876.23,941112.39,Completed
130196,1655,5708,2024-09-08,2024-09-29,101,498.07,50305.07,Completed
130197,1676,5963,2026-05-02,2026-06-12,124,3602.01,446649.24,Completed
130198,1676,5660,2026-03-02,2026-03-17,191,3957.14,755813.74,Cancelled
130199,1017,6958,2024-12-06,2025-01-12,359,4999.7,1794892.3,Delayed
130200,1249,6493,2025-08-29,2025-09-18,554,4711.61,2610231.94,Delayed
130201,1650,5187,2025-02-11,2025-02-17,324,3421.31,1108504.44,Pending
130202,1600,5994,2025-07-13,2025-08-18,299,340.92,101935.08,Pending
130203,1347,5716,2024-10-21,2024-11-09,334,278.6,93052.4,Completed
130204,1590,5567,2026-04-26,2026-05-25,26,2225.32,57858.32,Completed
130205,1476,6491,2026-07-12,2026-07-26,286,1330.49,380520.14,Cancelled
130206,1439,6147,2026-01-09,2026-02-05,163,3146.7,512912.1,Pending
130207,1711,6815,2025-01-03,2025-01-15,411,3167.0,1301637.0,Delayed
130208,1326,5183,2024-11-30,2024-12-14,706,362.79,256129.74,Completed
130209,1635,5656,2024-11-14,2024-12-09,738,2456.91,1813199.58,Cancelled
130210,1218,5590,2026-01-11,2026-01-20,84,1839.81,154544.04,Completed
130211,1132,5022,2026-03-26,2026-04-03,679,3064.97,2081114.63,Delayed
130212,1203,5088,2025-07-11,2025-08-07,200,3721.53,744306.0,Cancelled
130213,1384,6179,2024-09-06,2024-09-28,659,1370.21,902968.39,Cancelled
130214,1161,6474,2026-04-17,2026-04-25,149,4579.07,682281.43,Pending
130215,1250,5099,2025-01-14,2025-02-15,224,3522.14,788959.36,Delayed
130216,1039,6686,2026-06-28,2026-07-03,241,2321.56,559495.96,Cancelled
130217,1574,6247,2026-02-06,2026-03-03,296,2105.32,623174.72,Pending
130218,1304,5076,2025-04-22,2025-05-20,43,1494.44,64260.92,Completed
130219,1466,5637,2025-04-19,2025-05-24,188,4795.23,901503.24,Completed
130220,1039,5753,2024-11-01,2024-11-22,271,519.12,140681.52,Cancelled
130221,1490,5634,2026-05-06,2026-06-15,711,2356.03,1675137.33,Cancelled
130222,1677,6225,2026-06-29,2026-07-05,647,3461.47,2239571.09,Delayed
130223,1632,6094,2024-08-24,2024-09-20,640,1167.64,747289.6,Completed
130224,1371,5243,2026-05-12,2026-06-12,618,89.97,55601.46,Delayed
130225,1778,5301,2025-09-15,2025-10-10,352,4755.28,1673858.56,Completed
130226,1783,6808,2025-10-17,2025-11-16,748,4191.31,3135099.88,Pending
130227,1204,6110,2025-02-02,2025-02-25,25,1231.36,30784.0,Cancelled
130228,1516,6987,2025-07-16,2025-08-23,698,1295.59,904321.82,Delayed
130229,1599,5679,2026-03-11,2026-04-01,643,4761.23,3061470.89,Completed
130230,1530,5011,2026-01-04,2026-01-21,124,2040.34,253002.16,Completed
130231,1508,6971,2025-12-26,2026-01-01,350,729.95,255482.5,Completed
130232,1131,5050,2025-10-15,2025-11-01,322,3267.55,1052151.1,Completed
130233,1067,5644,2026-05-09,2026-06-07,308,1674.07,515613.56,Completed
130234,1581,5018,2025-04-04,2025-04-12,781,4005.79,3128521.99,Completed
130235,1862,5655,2025-04-30,2025-05-25,612,2551.49,1561511.88,Completed
130236,1283,5155,2025-02-12,2025-03-29,133,4576.41,608662.53,Delayed
130237,1230,6789,2025-05-13,2025-06-14,135,2307.15,311465.25,Pending
130238,1719,5356,2025-03-10,2025-04-03,759,4750.28,3605462.52,Delayed
130239,1387,5335,2025-09-18,2025-10-04,614,4186.64,2570596.96,Pending
130240,1365,5056,2024-11-29,2024-12-08,777,1919.94,1491793.38,Delayed
130241,1904,5392,2025-11-30,2026-01-01,127,3378.06,429013.62,Cancelled
130242,1595,5354,2024-10-27,2024-12-09,20,1344.12,26882.4,Delayed
130243,1309,5922,2026-04-15,2026-05-11,639,100.87,64455.93,Delayed
130244,1327,5274,2025-10-08,2025-10-30,556,2246.04,1248798.24,Pending
130245,1037,5480,2024-11-17,2024-12-09,69,4281.68,295435.92,Delayed
130246,1538,5103,2024-11-05,2024-11-13,771,2515.63,1939550.73,Completed
130247,1671,5957,2026-04-08,2026-05-13,221,3796.03,838922.63,Cancelled
130248,1535,6967,2026-05-07,2026-06-04,53,2852.51,151183.03,Delayed
130249,1474,5938,2025-10-02,2025-10-16,436,2390.85,1042410.6,Delayed
130250,1290,5701,2025-08-01,2025-09-01,131,4996.91,654595.21,Delayed
130251,1188,6073,2025-01-27,2025-02-02,93,1538.13,143046.09,Cancelled
130252,1738,6636,2026-03-05,2026-04-05,75,1670.42,125281.5,Pending
130253,1694,6707,2025-07-31,2025-08-22,278,4229.87,1175903.86,Delayed
130254,1805,5584,2026-06-17,2026-07-24,490,4530.55,2219969.5,Cancelled
130255,1626,6341,2026-04-24,2026-05-19,285,4337.99,1236327.15,Completed
130256,1908,5530,2026-03-30,2026-05-05,394,3601.29,1418908.26,Completed
130257,1362,5476,2025-12-04,2025-12-20,629,651.43,409749.47,Completed
130258,1854,6701,2026-02-24,2026-03-02,655,4659.66,3052077.3,Pending
130259,1850,5007,2026-06-08,2026-07-12,708,4622.91,3273020.28,Delayed
130260,1375,6118,2025-11-12,2025-11-18,697,1985.3,1383754.1,Delayed
130261,1138,6048,2026-04-12,2026-04-28,630,2408.02,1517052.6,Delayed
130262,1193,6609,2024-11-10,2024-12-04,367,839.18,307979.06,Delayed
130263,1712,6890,2026-02-21,2026-03-29,79,2813.36,222255.44,Completed
130264,1375,6358,2026-05-01,2026-06-05,259,1075.41,278531.19,Pending
130265,1211,6831,2026-07-09,2026-08-14,643,3334.36,2143993.48,Delayed
130266,1640,6990,2024-10-05,2024-10-23,300,4499.65,1349895.0,Completed
130267,1177,6000,2026-04-03,2026-05-13,133,2137.34,284266.22,Completed
130268,1762,5308,2026-02-16,2026-04-01,344,1164.98,400753.12,Pending
130269,1225,6889,2024-09-10,2024-10-11,159,4328.24,688190.16,Completed
130270,1213,5104,2025-02-15,2025-02-24,335,548.5,183747.5,Cancelled
130271,1491,5013,2025-02-16,2025-03-19,794,2637.19,2093928.86,Pending
130272,1181,6068,2026-04-27,2026-05-13,228,3188.71,727025.88,Pending
130273,1421,6804,2026-07-02,2026-08-08,229,170.8,39113.2,Cancelled
130274,1401,5023,2026-08-20,2026-08-30,745,3906.47,2910320.15,Cancelled
130275,1717,6907,2025-01-10,2025-02-14,331,730.4,241762.4,Pending
130276,1123,5616,2025-12-28,2026-01-14,710,219.88,156114.8,Completed
130277,1180,5902,2025-07-21,2025-07-28,665,4235.0,2816275.0,Completed
130278,1302,5669,2024-12-15,2025-01-05,765,936.57,716476.05,Cancelled
130279,1626,5572,2025-10-12,2025-10-25,176,2065.89,363596.64,Completed
130280,1127,6033,2025-09-09,2025-10-13,36,315.1,11343.6,Delayed
130281,1785,5287,2025-07-21,2025-08-14,690,1056.82,729205.8,Pending
130282,1821,6767,2026-06-14,2026-07-28,359,731.61,262647.99,Cancelled
130283,1554,6231,2025-10-11,2025-10-27,700,3779.02,2645314.0,Completed
130284,1175,5876,2026-02-22,2026-03-06,211,1504.06,317356.66,Completed
130285,1439,5422,2025-06-08,2025-07-18,789,848.0,669072.0,Delayed
130286,1062,5901,2025-04-02,2025-05-02,268,3147.09,843420.12,Delayed
130287,1868,5518,2025-11-09,2025-11-28,68,1494.34,101615.12,Delayed
130288,1845,5166,2026-04-13,2026-04-25,777,4731.05,3676025.85,Cancelled
130289,1814,6048,2025-04-13,2025-05-09,731,2559.65,1871104.15,Cancelled
130290,1754,6750,2025-05-20,2025-06-19,123,1588.64,195402.72,Completed
130291,1584,6190,2025-12-03,2025-12-24,479,1976.74,946858.46,Delayed
130292,1185,6065,2025-03-13,2025-04-02,411,4450.22,1829040.42,Pending
130293,1406,5472,2025-02-03,2025-03-02,583,394.75,230139.25,Cancelled
130294,1487,6349,2026-07-28,2026-08-18,793,3287.21,2606757.53,Pending
130295,1704,5826,2026-06-21,2026-06-27,499,3628.72,1810731.28,Delayed
130296,1152,6457,2025-04-06,2025-04-23,669,3952.35,2644122.15,Delayed
130297,1459,6783,2026-08-03,2026-08-11,536,3844.53,2060668.08,Completed
130298,1641,5081,2025-04-17,2025-05-17,638,173.46,110667.48,Completed
130299,1793,6866,2026-06-11,2026-06-18,792,4131.45,3272108.4,Pending
130300,1981,6881,2024-10-08,2024-10-23,605,3531.62,2136630.1,Delayed
130301,1460,6443,2025-08-18,2025-08-29,712,4122.94,2935533.28,Pending
130302,1359,5891,2026-06-14,2026-06-26,23,1996.7,45924.1,Delayed
130303,1827,5133,2024-10-20,2024-10-25,800,4697.17,3757736.0,Delayed
130304,1844,5443,2025-07-21,2025-09-02,565,4381.45,2475519.25,Completed
130305,1513,6106,2025-06-21,2025-07-27,38,3231.37,122792.06,Cancelled
130306,1640,5565,2025-03-11,2025-04-15,409,768.89,314476.01,Cancelled
130307,1128,5507,2025-07-16,2025-08-13,419,4190.43,1755790.17,Pending
130308,1054,6101,2026-01-25,2026-02-15,671,453.44,304258.24,Delayed
130309,1157,5273,2025-11-06,2025-11-20,286,460.39,131671.54,Completed
130310,1280,6062,2026-08-01,2026-08-07,443,3953.57,1751431.51,Pending
130311,1780,5169,2025-09-23,2025-10-25,636,1971.68,1253988.48,Cancelled
130312,1108,5739,2026-04-07,2026-05-14,75,1071.06,80329.5,Completed
130313,1676,5263,2025-05-06,2025-05-12,55,2909.36,160014.8,Pending
130314,1182,5058,2026-08-04,2026-08-26,471,2452.23,1155000.33,Pending
130315,1764,5128,2025-12-15,2026-01-03,46,1088.68,50079.28,Pending
130316,1522,5989,2026-07-19,2026-07-31,491,3440.81,1689437.71,Pending
130317,1925,5849,2026-04-02,2026-05-12,365,3568.7,1302575.5,Cancelled
130318,1325,5042,2025-01-16,2025-02-20,510,2635.12,1343911.2,Delayed
130319,1064,5745,2025-04-22,2025-05-18,564,3669.02,2069327.28,Completed
130320,1298,5232,2026-03-27,2026-04-25,378,2433.49,919859.22,Pending
130321,1611,6222,2025-12-24,2026-01-28,522,1143.89,597110.58,Completed
130322,1716,5060,2025-10-08,2025-10-16,544,4983.36,2710947.84,Cancelled
130323,1190,5877,2024-09-17,2024-10-06,88,262.52,23101.76,Pending
130324,1674,6144,2026-08-17,2026-09-30,120,3593.06,431167.2,Completed
130325,1755,6489,2026-05-31,2026-06-05,315,1353.18,426251.7,Pending
130326,1765,6791,2026-08-17,2026-08-30,285,199.23,56780.55,Pending
130327,1857,6548,2025-04-21,2025-05-25,565,3371.47,1904880.55,Delayed
130328,1540,5065,2025-12-17,2025-12-29,162,1172.72,189980.64,Delayed
130329,1996,6590,2025-05-24,2025-06-21,591,567.33,335292.03,Pending
130330,1563,6630,2026-06-07,2026-06-15,447,2636.43,1178484.21,Cancelled
130331,1746,6404,2025-01-20,2025-01-30,313,3467.97,1085474.61,Delayed
130332,1779,5771,2025-05-08,2025-06-17,617,52.33,32287.61,Completed
130333,1621,6025,2025-11-03,2025-12-06,181,2572.91,465696.71,Pending
130334,1235,6359,2026-08-16,2026-09-28,68,2651.82,180323.76,Completed
130335,1610,5218,2024-11-20,2024-12-19,505,2096.12,1058540.6,Pending
130336,1798,6852,2025-10-11,2025-10-26,470,334.83,157370.1,Cancelled
130337,1737,6486,2024-08-27,2024-09-26,604,717.21,433194.84,Delayed
130338,1787,6701,2026-06-12,2026-07-08,597,4607.18,2750486.46,Pending
