Supplier_ID,Supplier_Name,Country_ID,Category,Payment_Terms,Lead_Time_Days,Performance_Score,Risk_Score,Annual_Contract_Value
1738,"Reese, Stewart and Davis",5,Logistics,Advance,31,80.02,2,872375
1739,Martinez and Sons,8,Manufacturing,Advance,8,91.84,5,932482
1740,"Newman, Harding and Ortiz",1,Manufacturing,Advance,13,91.93,7,830541
1741,Santos PLC,1,Manufacturing,Net 60,25,88.77,4,821912
1742,Moses PLC,9,Logistics,Advance,45,99.87,6,1038101
1743,Lee PLC,3,Professional Services,Net 60,21,90.62,5,2224676
1744,Walsh-Johnson,7,Marketing,Net 30,41,75.28,6,2183328
1745,"Adams, Paul and Jennings",8,Packaging,Immediate,12,72.24,4,1210862
1746,Marshall-Bradley,1,Logistics,Net 60,26,78.87,7,847996
1747,"Johnson, Houston and Buchanan",2,Marketing,Net 45,43,86.34,9,801408
1748,Weaver PLC,4,Electronics,Advance,31,73.29,2,1298226
1749,"Davis, Hughes and Aguilar",2,Raw Materials,Net 60,33,98.25,4,2922091
1750,"Benton, Smith and Allen",1,Logistics,Net 60,36,91.62,2,2340122
1751,"Thornton, Ortiz and Smith",3,Packaging,Net 45,28,97.82,7,2740307
1752,Ho-Gillespie,3,Raw Materials,Immediate,31,90.76,1,1949739
1753,Larson-Sanders,3,Raw Materials,Advance,10,84.08,5,2511653
1754,Jackson Ltd,6,Professional Services,Advance,30,71.19,4,1005984
1755,Brown LLC,2,Electronics,Net 60,19,79.4,7,1202952
1756,Harper LLC,3,Packaging,Net 60,14,80.65,6,137065
1757,"Thompson, Andrews and Rangel",5,Professional Services,Net 30,12,99.38,1,1352099
1758,Lawrence-Anderson,7,IT Services,Net 30,41,83.15,7,1093308
1759,"Arnold, Espinoza and Price",3,Logistics,Net 45,6,74.56,8,2322279
1760,Smith-Anderson,7,Professional Services,Net 45,26,89.55,2,2200831
1761,"Berry, Patterson and Stokes",3,Raw Materials,Advance,31,97.83,1,1388344
1762,Lewis-Rose,5,Professional Services,Net 60,23,79.52,5,108615
1763,Guerrero-Schmidt,4,Packaging,Immediate,38,90.45,7,550055
1764,Barker-Higgins,7,Office Supplies,Net 45,14,93.58,4,148138
1765,Collins-Baldwin,3,Marketing,Net 60,37,78.22,3,988941
1766,"Cohen, Cantu and Adams",9,Logistics,Net 30,22,72.89,5,441389
1767,Jennings-Turner,3,Manufacturing,Net 60,23,87.54,5,1932057
1768,Martin Inc,8,Marketing,Net 45,32,78.17,8,1335141
1769,Bennett and Sons,3,Manufacturing,Net 45,12,71.32,10,208165
1770,Morgan Group,10,Marketing,Immediate,25,98.4,8,974805
1771,Lane LLC,6,Electronics,Net 60,7,97.93,7,570326
1772,"Torres, Jackson and Parker",7,Professional Services,Net 60,41,88.14,4,309967
1773,Reese Inc,7,Packaging,Net 60,36,82.27,8,925452
1774,Ramirez-Scott,2,Logistics,Net 60,43,74.93,6,501250
1775,Brock-Hines,7,Marketing,Immediate,8,95.69,7,2110597
1776,Hill-Merritt,4,Manufacturing,Net 45,30,90.32,5,147904
1777,Coleman Inc,7,Office Supplies,Net 60,44,84.11,1,2747421
1778,Grant-Weeks,9,Office Supplies,Net 45,20,81.87,3,307162
1779,Kennedy-Powell,5,IT Services,Net 60,12,88.89,6,1355139
1780,"Diaz, Page and Hernandez",10,Office Supplies,Advance,22,85.81,2,1338099
1781,Buchanan PLC,10,Electronics,Immediate,15,92.2,8,1279974
1782,"Kim, Campbell and Smith",4,Electronics,Immediate,35,98.15,5,2166544
1783,Graves-Jackson,10,Raw Materials,Immediate,44,98.03,6,2551433
1784,"Brown, Riley and Garcia",8,Packaging,Advance,8,74.96,1,2901638
1785,Lopez-Flowers,6,Facilities,Net 45,31,74.21,2,2917030
1786,"Perkins, Rodriguez and Gray",2,Facilities,Advance,32,79.82,4,1006438
1787,"Thompson, Curry and Clark",9,Electronics,Net 30,8,96.12,2,1448315
1788,"Solomon, Lee and Taylor",7,Marketing,Net 30,32,85.11,3,2723274
1789,Martin Ltd,6,Office Supplies,Advance,22,81.94,10,490159
1790,"Miller, Ross and Rivera",10,Logistics,Net 30,14,83.5,6,967723
1791,Beltran-Miller,2,Marketing,Net 30,9,97.37,4,2309999
1792,Martin-Miles,6,Electronics,Net 45,29,78.2,7,2663682
1793,Long Group,4,Office Supplies,Advance,18,91.46,4,1123870
1794,Arnold-Ramos,7,Manufacturing,Net 30,41,87.83,9,2092150
1795,"Campbell, Holmes and Villanueva",8,Professional Services,Net 45,10,88.28,4,2885350
1796,Atkins LLC,8,Facilities,Advance,37,75.73,5,2740483
1797,Moody-Charles,2,Packaging,Net 30,28,87.57,2,1575001
1798,Cortez-Cook,7,Professional Services,Net 60,18,83.58,8,476697
1799,"Johnson, Rivera and Torres",7,Raw Materials,Net 45,43,81.21,8,2377816
1800,Salazar Inc,8,Raw Materials,Net 60,9,70.84,8,50830
1801,"Flores, Barron and Chaney",5,Raw Materials,Immediate,28,78.64,8,2525528
1802,Freeman-Valdez,7,Manufacturing,Immediate,12,95.94,8,1737714
1803,Morris-Frazier,1,Manufacturing,Advance,39,74.86,7,2213879
1804,"Vincent, Shepherd and Leonard",6,Marketing,Advance,21,83.28,10,790616
1805,Davis and Sons,4,Raw Materials,Net 30,36,70.11,6,827176
1806,Walker LLC,3,Marketing,Advance,40,81.69,8,1869990
1807,Sampson-Huff,5,Raw Materials,Immediate,14,84.36,7,1644637
1808,"Johnston, Williams and Fitzgerald",2,Professional Services,Immediate,9,99.41,2,376595
1809,Wallace-Pearson,5,Electronics,Immediate,26,75.61,6,2006646
1810,"Santiago, Matthews and Sloan",7,Office Supplies,Advance,29,82.97,5,2717430
1811,Tucker Inc,6,Facilities,Advance,42,89.38,10,2369859
1812,Blake and Sons,8,Office Supplies,Immediate,24,82.36,5,178819
1813,"Henry, Hoffman and Hartman",10,Logistics,Net 30,40,72.12,3,2716977
1814,Scott LLC,4,Professional Services,Net 30,20,92.47,4,148650
1815,"Blair, Wagner and Smith",1,Manufacturing,Advance,44,84.23,9,597787
1816,Willis-Green,8,Professional Services,Immediate,8,92.56,5,2368684
1817,Pope and Sons,5,Office Supplies,Net 30,31,77.13,1,2840627
1818,"Tucker, Reed and Patterson",9,Professional Services,Immediate,26,78.32,9,1920684
1819,Garza-Wilson,3,Office Supplies,Net 30,42,88.54,4,1635616
1820,Foster Ltd,4,Office Supplies,Net 30,23,81.09,7,784992
1821,Anderson-Snyder,3,Manufacturing,Advance,21,74.26,10,474918
1822,Hudson Ltd,8,Facilities,Net 60,5,74.33,5,1122327
1823,Calhoun LLC,3,Manufacturing,Net 45,28,73.8,10,2246603
1824,Hull Group,5,Packaging,Advance,39,96.42,4,388784
1825,Bass and Sons,5,Office Supplies,Advance,42,93.53,8,2922566
1826,"Holmes, Ross and Hernandez",4,Manufacturing,Advance,25,78.13,5,1505276
1827,Lane Group,10,IT Services,Advance,29,82.71,5,1046027
1828,Trevino LLC,4,Logistics,Immediate,32,73.68,5,2349088
1829,Weaver-Peterson,1,Office Supplies,Net 60,20,82.32,2,84626
1830,Keller-Allen,7,Manufacturing,Advance,20,94.24,5,1676762
1831,Brown PLC,1,Professional Services,Advance,9,86.13,9,1883268
1832,"Harper, Pierce and Hernandez",6,Marketing,Net 30,23,93.94,1,1488596
1833,Davis-Rogers,10,Packaging,Net 30,37,94.34,7,1901109
1834,Montoya-Myers,7,Logistics,Advance,18,97.4,7,2154904
1835,Guzman-Sanders,3,Raw Materials,Advance,40,80.52,7,2426556
1836,Wilson LLC,8,Raw Materials,Net 45,19,96.49,7,2592366
1837,"Lindsey, Gray and Moore",2,Office Supplies,Net 60,33,72.2,2,1687207
1838,George Group,6,Logistics,Net 30,44,88.9,6,2470948
1839,Patterson-Campos,8,IT Services,Net 60,18,77.22,8,1013264
1840,Andersen-Oliver,4,IT Services,Net 30,5,77.64,1,2400032
1841,Lowe-Wu,6,Professional Services,Net 45,45,70.75,4,2873343
1842,"Nelson, Decker and Wright",1,IT Services,Net 60,17,79.89,9,697125
1843,Vaughan PLC,9,IT Services,Net 30,35,79.97,6,2346012
1844,"Barry, Daniel and Lynch",7,Facilities,Advance,20,73.97,10,2164991
1845,Stout-Miller,5,Packaging,Net 60,22,87.89,8,2825700
1846,Hoffman PLC,1,Raw Materials,Net 30,33,77.73,1,2828810
1847,"Williams, Burton and Barrett",5,Electronics,Immediate,24,71.02,8,2833120
1848,"Adams, Lewis and Hunter",6,Marketing,Advance,9,75.97,5,1845097
1849,Johnson-Williams,5,Facilities,Advance,41,86.77,3,685642
1850,"Stephens, Hernandez and Woods",3,Facilities,Immediate,34,88.24,8,2576680
1851,Wright Ltd,1,Facilities,Advance,26,77.78,3,905654
1852,"Munoz, Carter and Griffin",3,Raw Materials,Immediate,40,87.62,10,2646367
1853,Ortega-Ballard,3,Manufacturing,Advance,27,91.64,1,2300923
1854,"Duarte, Norman and Pearson",6,Facilities,Net 45,9,84.09,4,1103957
1855,Robertson Group,5,Packaging,Advance,21,84.19,2,697121
1856,"Ward, Griffin and Smith",3,Packaging,Net 45,9,95.55,3,1393840
1857,Wright Ltd,8,Facilities,Advance,37,78.32,2,2217842
1858,Ball-Stevenson,10,IT Services,Net 30,43,93.04,8,1990417
1859,Tucker-Banks,1,Packaging,Immediate,15,95.17,9,2030888
1860,Carr and Sons,1,Raw Materials,Net 45,13,96.7,6,777903
1861,Carter PLC,1,IT Services,Net 45,36,90.38,8,1258265
1862,Vargas Inc,3,Logistics,Net 45,19,88.09,5,70542
1863,"Johnson, Riley and Reed",7,Raw Materials,Net 60,39,74.94,10,181984
1864,Burton-Johnson,8,Electronics,Immediate,40,87.63,9,443906
1865,Malone-Guzman,10,Manufacturing,Immediate,22,76.58,3,2252964
1866,"Harding, King and Hebert",7,Packaging,Immediate,23,85.26,7,2721210
1867,"Jacobs, Mckinney and Johnson",8,Marketing,Net 45,23,80.9,5,117816
1868,Johnson-Cummings,6,IT Services,Net 45,18,71.0,5,460627
1869,"Mitchell, Robinson and Hicks",1,Raw Materials,Net 30,30,83.85,3,2393654
1870,Murphy PLC,7,Raw Materials,Net 30,7,90.41,2,75472
1871,Mercado LLC,5,Manufacturing,Net 30,30,83.93,2,2859692
1872,Brown-Porter,1,Facilities,Immediate,41,79.72,5,127561
1873,Davenport and Sons,3,Electronics,Net 30,26,92.24,9,2277755
1874,Summers-Bailey,2,Facilities,Advance,23,72.5,7,188273
1875,Summers LLC,8,Logistics,Net 45,37,79.85,6,2472341
1876,Donaldson Ltd,5,Office Supplies,Net 45,15,93.21,6,1074787
1877,"Smith, Gray and Mckinney",3,Facilities,Immediate,39,83.74,6,1711872
1878,Dunn-Shields,9,Office Supplies,Immediate,31,86.78,9,1380705
1879,"Morales, Dean and Myers",2,Electronics,Advance,25,72.21,6,2101866
1880,Bell LLC,10,Logistics,Advance,43,82.13,9,1181555
1881,Randolph-Rodriguez,5,Logistics,Immediate,22,72.71,4,670982
1882,Hurley Inc,10,Electronics,Net 45,9,94.8,6,923737
1883,Davis PLC,1,Marketing,Immediate,35,98.76,8,2780805
1884,"Nichols, Howell and Reyes",10,Logistics,Immediate,11,80.69,7,335861
1885,Gonzalez-Estrada,2,Electronics,Immediate,26,89.3,5,2832435
1886,Nguyen-Garcia,9,Marketing,Net 45,16,71.91,5,2758027
1887,"Cox, Thomas and Roberts",9,Professional Services,Net 30,23,82.37,4,2055390
1888,Aguilar Inc,2,Raw Materials,Net 45,15,82.75,7,1503007
1889,Duke LLC,10,IT Services,Net 30,20,93.17,1,1941015
1890,"Berry, Williamson and Vasquez",2,Packaging,Immediate,14,81.69,9,1853309
1891,"Frank, Callahan and Watson",2,Facilities,Net 30,29,70.92,5,2445713
1892,Tran-Boyd,6,Electronics,Immediate,20,87.68,5,1588813
1893,Wilson-Fisher,4,Logistics,Net 45,21,92.32,2,2787123
1894,"Jones, Brown and Johnson",10,Facilities,Immediate,21,92.44,9,1453512
1895,"Vang, Smith and Barnes",4,Raw Materials,Net 45,20,95.42,8,1869655
1896,Campbell Ltd,3,Professional Services,Immediate,20,94.54,7,1893008
1897,Ellis and Sons,10,Logistics,Immediate,39,83.46,8,2824687
1898,Howard-Reyes,1,Facilities,Net 60,10,98.78,7,1380565
1899,"Anderson, Lester and Lawson",2,Professional Services,Net 60,31,85.31,5,2015966
1900,"Floyd, Baker and Daniel",5,Marketing,Advance,40,71.48,7,1885142
1901,"Smith, Henderson and Cook",3,Raw Materials,Immediate,44,81.71,1,270597
1902,"Mccoy, Jones and Turner",1,Marketing,Advance,32,86.41,5,324956
1903,Shah Ltd,3,Office Supplies,Advance,38,77.78,3,1538962
1904,"Diaz, Miller and Cooper",2,Marketing,Net 45,40,78.92,6,101298
1905,"Bates, Jones and Smith",6,Packaging,Net 45,26,90.26,1,787609
1906,"Lopez, Vazquez and Rivera",5,IT Services,Net 30,39,93.87,5,1181678
1907,Villegas-Chapman,1,Electronics,Immediate,17,71.78,7,2580377
1908,"Estes, Chen and Bryant",8,Office Supplies,Net 60,10,97.84,6,706234
1909,Hansen-Cook,8,IT Services,Net 30,34,95.03,6,1076706
1910,"Davis, Sanchez and Valdez",4,Professional Services,Net 30,44,70.87,5,1548841
1911,Glover Ltd,4,Packaging,Advance,39,84.85,2,1395664
1912,Joyce-Webster,6,Facilities,Net 45,16,74.5,4,1929356
1913,"Clark, Hall and Hess",2,Logistics,Net 60,37,90.25,5,1106446
1914,"Hernandez, Santos and Burns",2,Professional Services,Net 30,14,88.03,8,2240872
1915,Scott and Sons,3,Facilities,Net 30,44,89.76,2,1767344
1916,"Bennett, Obrien and Williams",8,Professional Services,Net 60,23,83.3,10,1411368
1917,Romero-Smith,5,Facilities,Net 60,36,99.83,3,1151550
1918,"Hunt, Flores and White",2,Electronics,Net 45,21,96.81,9,374238
1919,Avila-Ward,1,Logistics,Advance,23,87.27,10,604291
1920,Walls-Keith,3,Marketing,Immediate,32,90.25,2,1811170
1921,"Tucker, Hamilton and Wilkerson",5,Facilities,Advance,27,93.91,6,2373287
1922,Mcguire LLC,8,Manufacturing,Net 30,16,73.87,2,458471
1923,Lopez-Brown,1,Electronics,Net 45,32,75.35,10,2598806
1924,Mcpherson-Taylor,6,Electronics,Net 45,23,81.67,8,1145962
1925,Miller and Sons,6,Professional Services,Net 30,33,87.29,3,290726
1926,Rodriguez LLC,9,Facilities,Net 45,7,81.43,2,147205
1927,"Holt, Miller and Conley",9,Professional Services,Advance,13,80.0,5,1298934
1928,Bowen Ltd,6,Professional Services,Immediate,42,79.99,5,579287
1929,Arellano-Moore,2,Office Supplies,Net 30,26,96.27,3,1775801
1930,Simpson LLC,7,Professional Services,Net 45,40,77.46,7,1652948
1931,Hicks-Greene,3,Electronics,Net 60,42,91.45,2,166130
1932,Leonard-Tucker,4,Marketing,Net 45,13,83.49,6,2718120
1933,Russell LLC,5,Professional Services,Immediate,42,93.28,8,2946052
1934,"Davis, Rivas and Alvarez",4,Office Supplies,Net 45,24,97.44,6,2963541
1935,"Deleon, Hooper and Kirk",10,IT Services,Net 45,18,84.8,5,2762774
1936,Park LLC,2,Raw Materials,Net 60,45,94.97,9,1608516
1937,Suarez and Sons,1,Professional Services,Net 30,34,80.96,10,1164023
1938,"Jacobs, Lambert and Calderon",8,Packaging,Net 30,10,87.33,10,862480
1939,Chapman-Taylor,5,Manufacturing,Net 45,37,74.84,3,2855138
1940,"Cochran, Fleming and Owens",2,Logistics,Net 60,27,82.18,7,504085
1941,Henderson Ltd,1,IT Services,Net 45,8,79.51,2,1240468
1942,Bush-Graham,4,Electronics,Net 60,22,83.72,4,1650295
1943,"Sullivan, Soto and Molina",1,Office Supplies,Immediate,40,81.81,9,974011
1944,Golden Ltd,7,Raw Materials,Net 45,33,97.16,4,2218785
1945,Riggs-Miller,9,Raw Materials,Net 45,15,94.29,6,2115636
1946,Morris and Sons,8,Electronics,Advance,16,96.82,4,1718861
1947,Edwards-Fields,7,Marketing,Net 60,28,87.1,1,1719638
1948,Lin Inc,6,Logistics,Advance,42,82.88,2,2878142
1949,"Garcia, Williams and Cabrera",10,Office Supplies,Net 30,5,98.33,9,1262200
1950,Ward-Dean,7,Packaging,Advance,6,99.53,4,717936
1951,Skinner PLC,10,Marketing,Net 30,11,79.43,5,1587368
1952,"Mitchell, Holt and Johnston",2,Professional Services,Net 45,33,96.83,9,453005
1953,Hogan PLC,5,Marketing,Immediate,42,76.01,6,328521
1954,Hammond-Anderson,4,Electronics,Net 30,43,84.81,8,1288161
1955,"Odonnell, Smith and Gibbs",2,Logistics,Immediate,17,93.18,2,1648413
1956,Salazar-Luna,5,IT Services,Net 30,16,98.19,3,408795
1957,Smith Inc,6,Logistics,Advance,13,99.53,3,670376
1958,Foley PLC,3,Manufacturing,Net 45,18,88.86,1,2626351
1959,Simpson Inc,6,Professional Services,Immediate,37,80.32,9,836454
1960,"Conrad, Horton and Andrews",6,Professional Services,Immediate,5,80.88,8,1238109
1961,Smith-Bruce,2,Raw Materials,Advance,34,72.09,3,1867980
1962,"Walsh, Johnson and Rodriguez",9,Office Supplies,Immediate,12,74.98,2,2742039
1963,"Brooks, Chavez and Brown",10,Professional Services,Net 30,41,85.8,2,413168
1964,Johnston Inc,4,Professional Services,Immediate,25,80.79,7,2018306
1965,"Watkins, King and Henderson",8,Manufacturing,Immediate,28,72.47,1,1156858
1966,Morales-Trevino,2,Electronics,Net 45,45,99.45,3,1408855
1967,"Marshall, Tucker and Cox",5,Facilities,Immediate,18,84.79,3,2549403
1968,Graham-Robinson,8,Professional Services,Net 30,18,99.11,8,2715951
1969,White and Sons,1,Packaging,Net 30,36,98.44,6,2302986
1970,Benson PLC,10,Packaging,Advance,11,86.59,8,2256968
1971,Lee LLC,3,Facilities,Net 45,44,74.54,4,215427
1972,Clark-Smith,1,Marketing,Immediate,12,83.75,8,918130
1973,"Johnson, Mercer and Scott",10,Marketing,Net 60,8,97.39,9,1098032
1974,"Browning, Mckinney and Watkins",3,Raw Materials,Net 30,6,91.35,6,1744668
1975,Young-Vaughan,7,Electronics,Immediate,34,91.6,5,2840212
1976,Mcintyre Ltd,1,Electronics,Net 30,6,97.84,8,660070
1977,Martinez-Davis,2,Office Supplies,Advance,13,91.48,7,1393564
1978,Anderson-Hodge,1,IT Services,Advance,43,70.25,6,2312754
1979,Hurst LLC,6,Facilities,Immediate,32,94.66,2,1573667
1980,Peterson-Patel,7,Professional Services,Advance,20,88.83,5,309692
1981,Burton-Yates,4,Electronics,Advance,32,75.69,7,1216499
1982,"Caldwell, Stanley and Ford",10,Professional Services,Net 30,11,74.75,9,1938803
1983,Jackson-Smith,2,Marketing,Net 45,27,77.53,5,1946541
1984,David LLC,7,Marketing,Net 45,27,73.9,10,1861513
1985,Morales-Calhoun,8,Raw Materials,Net 60,7,88.93,5,1036378
1986,"Ingram, Watson and Stokes",5,Marketing,Immediate,37,88.69,3,1274228
1987,Howe Ltd,10,Facilities,Net 30,40,82.0,10,2921726
1988,Johnson-Mccall,7,Manufacturing,Net 45,33,76.76,9,1090783
1989,Hicks-Adams,4,Professional Services,Advance,17,88.65,8,2774035
1990,"Ramirez, Cummings and Perry",8,Raw Materials,Net 30,15,85.43,10,822337
1991,"Adams, Cobb and Spencer",9,Raw Materials,Net 60,37,75.73,8,2937198
1992,"Bowman, Peterson and Jones",4,Office Supplies,Immediate,37,88.18,1,1355885
1993,"Johnson, Cervantes and Hanna",4,Electronics,Net 60,27,97.69,4,845411
1994,Lynch and Sons,3,Facilities,Immediate,24,89.78,10,1239120
1995,Coleman LLC,9,Manufacturing,Immediate,34,81.67,8,1121166
1996,"Kelly, Caldwell and Baker",6,Facilities,Advance,24,77.97,2,1845227
1997,Irwin Group,1,Office Supplies,Net 60,32,90.25,7,684958
1998,"Ross, Robinson and Holder",3,Logistics,Net 60,23,95.73,7,2743921
1999,Fox-Wilson,9,Raw Materials,Advance,5,84.96,4,2587549
2000,Daniels-Le,3,Office Supplies,Net 30,14,95.1,8,230401
