Product_ID,Supplier_ID,Product_Name,Category,Unit_Cost,MOQ,Annual_Demand
6054,1481,Generation Product,Laptop,628.56,341,10851
6055,1144,Lead Product,Packaging,1964.2,260,2743
6056,1593,Tonight Product,Packaging,3905.85,461,13173
6057,1359,Same Product,Raw Material,2170.51,281,1682
6058,1367,Sell Product,Server,2999.71,302,3237
6059,1058,State Product,Industrial Parts,1072.65,313,11771
6060,1242,Himself Product,Laptop,2252.64,242,9555
6061,1576,White Product,Electronics,883.79,432,5353
6062,1827,Stay Product,Laptop,2456.6,441,12381
6063,1600,Than Product,Software License,3261.08,218,13123
6064,1004,Street Product,Laptop,3384.28,318,9641
6065,1370,Through Product,Laptop,1166.39,32,10384
6066,1088,Election Product,Office Equipment,1706.98,117,7062
6067,1263,Trial Product,Laptop,183.29,231,13640
6068,1682,Whom Product,Laptop,2381.28,248,8007
6069,1739,Discover Product,Networking,1049.05,461,5516
6070,1872,School Product,Raw Material,3429.07,165,2250
6071,1324,Rather Product,Electronics,2985.4,362,1840
6072,1934,Bar Product,Laptop,4625.9,126,11750
6073,1794,Very Product,Networking,3826.65,431,14448
6074,1654,Player Product,Raw Material,1230.12,417,6358
6075,1235,Next Product,Laptop,3750.54,175,11254
6076,1113,Lose Product,Industrial Parts,2793.08,138,11957
6077,1548,Within Product,Office Equipment,2624.61,233,9281
6078,1026,Ok Product,Raw Material,2192.74,38,9515
6079,1286,Debate Product,Industrial Parts,4197.48,250,7844
6080,1366,Often Product,Raw Material,1214.73,187,11960
6081,1860,Nothing Product,Networking,3088.63,144,159
6082,1792,Care Product,Raw Material,1515.33,493,2889
6083,1251,If Product,Networking,2645.22,370,8057
6084,1556,Cold Product,Packaging,4572.27,96,7436
6085,1550,Treatment Product,Raw Material,1058.21,85,4901
6086,1080,Teacher Product,Server,1033.33,248,5462
6087,1391,Any Product,Industrial Parts,3496.74,45,6614
6088,1181,Marriage Product,Software License,4442.2,320,3805
6089,1757,Assume Product,Electronics,2217.57,262,3448
6090,1019,Including Product,Networking,307.99,232,13483
6091,1496,Adult Product,Electronics,957.31,231,8959
6092,1630,Congress Product,Software License,2711.92,275,3518
6093,1718,Support Product,Server,3640.4,392,11158
6094,1132,Card Product,Office Equipment,4717.79,142,3131
6095,1578,Again Product,Packaging,385.28,307,14033
6096,1713,Visit Product,Networking,4264.68,385,2721
6097,1619,Discussion Product,Industrial Parts,332.84,240,14946
6098,1743,To Product,Networking,1774.06,448,11781
6099,1353,Cause Product,Industrial Parts,2818.99,246,1300
6100,1668,Other Product,Packaging,2778.01,64,4664
6101,1525,Thank Product,Networking,2322.87,115,7371
6102,1950,Sort Product,Laptop,1113.42,408,12629
6103,1054,According Product,Industrial Parts,2349.1,101,9849
6104,1151,Policy Product,Electronics,2959.01,482,13314
6105,1620,Increase Product,Software License,781.44,463,7815
6106,1944,Rate Product,Furniture,1148.23,398,12353
6107,1356,Wind Product,Networking,2746.08,375,14894
6108,1562,Wall Product,Raw Material,1294.94,229,6477
6109,1020,Office Product,Raw Material,290.97,290,5125
6110,1225,Too Product,Raw Material,1313.17,337,3157
6111,1914,Only Product,Raw Material,2991.66,454,14127
6112,1912,Mission Product,Laptop,4616.7,33,3664
6113,1005,People Product,Server,761.67,476,2279
6114,1518,Particularly Product,Furniture,36.27,294,14034
6115,1392,Tree Product,Raw Material,1441.84,285,9014
6116,1853,Much Product,Furniture,2551.37,169,9932
6117,1414,Skin Product,Electronics,3648.03,26,2538
6118,1196,Up Product,Raw Material,2261.07,132,9162
6119,1251,Finish Product,Server,1180.99,478,2631
6120,1580,Second Product,Furniture,1610.47,396,9302
6121,1314,Enter Product,Server,4287.48,455,4792
6122,1768,Life Product,Furniture,3647.44,48,14263
6123,1996,Letter Product,Server,98.31,73,1237
6124,1749,School Product,Server,3305.8,467,120
6125,1499,Require Product,Industrial Parts,1899.56,430,10009
6126,1632,First Product,Software License,3882.48,221,1853
6127,1222,Treat Product,Packaging,2260.57,221,9455
6128,1908,Western Product,Server,4691.8,231,4878
6129,1353,Mr Product,Office Equipment,2204.25,151,4427
6130,1387,Late Product,Software License,3817.3,386,9303
6131,1832,Under Product,Industrial Parts,2036.46,202,5577
6132,1369,Law Product,Raw Material,4473.23,482,12780
6133,1559,Either Product,Software License,2826.77,307,12522
6134,1491,Hundred Product,Laptop,1221.94,493,7154
6135,1156,President Product,Packaging,3881.49,450,5627
6136,1972,Table Product,Software License,2440.34,395,938
6137,1275,Like Product,Raw Material,3705.96,164,4797
6138,1556,Heart Product,Networking,3592.43,499,11672
6139,1293,Carry Product,Raw Material,1716.86,335,6683
6140,1817,Right Product,Furniture,260.5,241,6703
6141,1908,Individual Product,Industrial Parts,4795.01,386,9144
6142,1230,Civil Product,Electronics,2730.58,304,1027
6143,1902,Structure Product,Server,3818.6,299,5363
6144,1328,Think Product,Furniture,4851.47,176,7957
6145,1118,Almost Product,Laptop,3709.39,114,13010
6146,1870,Red Product,Raw Material,4761.46,17,3480
6147,1410,Here Product,Raw Material,2874.24,282,14735
6148,1765,Quite Product,Server,2616.26,477,3933
6149,1667,Economy Product,Furniture,885.08,390,8299
6150,1272,Beat Product,Raw Material,2629.11,332,7914
6151,1951,Less Product,Networking,2521.73,342,1617
6152,1032,Read Product,Office Equipment,3417.15,69,8205
6153,1138,Look Product,Server,78.48,413,673
6154,1913,Green Product,Furniture,2109.85,263,5781
6155,1371,Lose Product,Networking,2712.51,231,2882
6156,1976,Who Product,Office Equipment,4747.75,350,12225
6157,1833,Myself Product,Raw Material,4594.22,352,12763
6158,1341,Already Product,Office Equipment,28.87,92,5543
6159,1164,Table Product,Server,425.23,458,665
6160,1956,Eight Product,Furniture,2920.45,378,14451
6161,1711,Ask Product,Server,4474.12,323,3675
6162,1968,Option Product,Furniture,1014.75,291,3467
6163,1298,Quite Product,Industrial Parts,1343.07,250,4531
6164,1559,Bag Product,Packaging,4778.68,348,10343
6165,1528,Foreign Product,Industrial Parts,526.99,197,10215
6166,1469,Successful Product,Furniture,2856.48,209,9304
6167,1233,International Product,Server,4996.94,22,12014
6168,1891,Bar Product,Server,1415.94,337,8290
6169,1795,Son Product,Packaging,2929.98,304,5275
6170,1946,Street Product,Packaging,2246.49,380,9124
6171,1294,Or Product,Networking,3719.82,103,13912
6172,1649,Around Product,Industrial Parts,4441.71,267,13744
6173,1469,Place Product,Networking,3415.01,26,12449
6174,1538,Enter Product,Software License,3350.98,229,9835
6175,1332,Worry Product,Industrial Parts,2209.51,483,7473
6176,1822,Gas Product,Server,1150.62,195,13181
6177,1872,Officer Product,Software License,1995.73,313,11656
6178,1763,Beat Product,Furniture,2995.04,460,14220
6179,1521,Necessary Product,Networking,2297.38,280,2357
6180,1869,Happy Product,Laptop,611.04,392,10805
6181,1772,Security Product,Industrial Parts,4882.28,158,6797
6182,1258,Letter Product,Packaging,3437.28,77,1947
6183,1297,Great Product,Server,320.01,260,5783
6184,1140,Part Product,Laptop,3784.16,473,390
6185,1118,Room Product,Office Equipment,4726.23,434,5530
6186,1461,Scene Product,Laptop,2959.79,432,3916
6187,1508,Network Product,Software License,1312.08,414,11408
6188,1071,Thus Product,Industrial Parts,3668.77,54,6678
6189,1603,Yeah Product,Electronics,3622.32,222,5532
6190,1478,Woman Product,Electronics,1605.84,18,12075
6191,1753,Young Product,Industrial Parts,2193.38,130,12070
6192,1830,Apply Product,Networking,2322.6,279,11416
6193,1205,Level Product,Server,1430.08,257,8802
6194,1669,Sell Product,Software License,178.1,89,10263
6195,1962,Medical Product,Laptop,574.46,307,8465
6196,1566,Thank Product,Packaging,1862.09,210,1685
6197,1098,Heavy Product,Furniture,1966.09,51,1699
6198,1597,Community Product,Packaging,1735.29,229,4987
6199,1556,Top Product,Software License,3407.35,472,4111
6200,1670,Teach Product,Packaging,4160.24,207,4302
6201,1615,Man Product,Laptop,1800.03,385,3781
6202,1680,Behind Product,Raw Material,3934.53,274,13684
6203,1680,Rate Product,Laptop,3985.69,52,3088
6204,1921,Property Product,Industrial Parts,348.77,217,10027
6205,1813,Through Product,Software License,454.96,490,14941
6206,1873,Room Product,Furniture,1770.98,71,14037
6207,1647,Economy Product,Laptop,2551.58,200,11189
6208,1478,Population Product,Server,1341.43,440,8938
6209,1828,Seven Product,Furniture,4977.43,261,4850
6210,1904,Bank Product,Office Equipment,3626.5,330,9447
6211,1360,Nice Product,Server,383.34,428,5616
6212,1062,Performance Product,Server,2887.97,316,5091
6213,1127,Low Product,Software License,1432.79,377,14278
6214,1135,Throw Product,Laptop,92.77,12,6819
6215,1764,Look Product,Furniture,820.05,91,2300
6216,1020,Increase Product,Furniture,1974.64,345,6569
6217,1424,Sit Product,Office Equipment,3183.24,186,6720
6218,1387,Staff Product,Packaging,3933.45,164,4154
6219,1333,Visit Product,Office Equipment,2527.35,95,6036
6220,1192,Power Product,Networking,4225.39,108,3767
6221,1910,Data Product,Electronics,2064.39,150,3467
6222,1350,Sister Product,Furniture,2112.71,469,1568
6223,1742,Behind Product,Electronics,4130.23,352,11501
6224,1876,Car Product,Raw Material,576.64,166,9228
6225,1542,Bring Product,Software License,356.06,437,5290
6226,1733,Should Product,Office Equipment,1374.35,81,10734
6227,1398,Agency Product,Raw Material,243.58,102,9328
6228,1936,Suggest Product,Packaging,4726.78,86,10289
6229,1230,Near Product,Raw Material,3182.45,116,8516
6230,1535,Physical Product,Packaging,1401.99,317,8464
6231,1321,About Product,Server,2979.0,272,2350
6232,1353,Surface Product,Server,3969.45,324,11288
6233,1414,Message Product,Furniture,1336.71,467,14890
6234,1634,Can Product,Electronics,2453.83,25,3590
6235,1912,Hit Product,Laptop,3982.89,284,9171
6236,1398,Fact Product,Server,2062.39,477,6157
6237,1468,Nor Product,Furniture,660.5,243,730
6238,1818,Claim Product,Server,1854.34,160,9104
6239,1747,Next Product,Software License,1843.92,132,3052
6240,1738,Behavior Product,Office Equipment,4868.99,404,5647
6241,1195,Born Product,Raw Material,590.26,426,4911
6242,1521,Knowledge Product,Electronics,4997.36,427,4591
6243,1795,Police Product,Networking,4899.92,289,11214
6244,1249,Last Product,Furniture,4529.0,453,5286
6245,1887,What Product,Laptop,807.29,416,1814
6246,1862,Record Product,Packaging,2629.06,345,3481
6247,1062,Exactly Product,Raw Material,4908.9,22,2759
6248,1694,Account Product,Networking,4700.23,188,8195
6249,1940,Administration Product,Raw Material,1053.84,116,9522
6250,2000,Hospital Product,Networking,1273.94,65,6779
6251,1990,Fill Product,Furniture,2367.34,131,3051
6252,1609,Catch Product,Raw Material,246.54,228,2344
6253,1892,Rock Product,Furniture,3653.58,38,11847
6254,1994,Class Product,Electronics,4039.22,279,8243
6255,1735,Commercial Product,Networking,3725.19,294,13258
6256,1240,Agent Product,Raw Material,1699.11,473,10727
6257,1137,Hundred Product,Furniture,1435.72,387,7343
6258,1325,Onto Product,Packaging,1094.84,130,2673
6259,1559,Realize Product,Office Equipment,2883.72,198,2003
6260,1994,Perhaps Product,Raw Material,2362.85,379,3805
6261,1364,Scene Product,Office Equipment,39.44,129,9752
6262,1668,Yeah Product,Office Equipment,289.36,227,7788
6263,1725,Growth Product,Server,578.89,191,3827
6264,1929,Tough Product,Software License,3331.48,208,3381
6265,1192,Tonight Product,Server,1713.74,169,1026
6266,1187,Agree Product,Packaging,2645.53,285,7189
6267,1582,None Product,Software License,3047.57,428,940
6268,1946,Enough Product,Furniture,4521.84,69,7122
6269,1954,Evening Product,Industrial Parts,1663.86,56,13251
6270,1412,Place Product,Raw Material,4854.78,141,11256
6271,1120,Night Product,Packaging,3456.9,266,9132
6272,1954,Young Product,Packaging,929.9,472,5771
6273,1263,Often Product,Office Equipment,4790.34,239,13453
6274,1252,Know Product,Office Equipment,4536.45,475,9317
6275,1988,Girl Product,Laptop,4187.3,309,1720
6276,1755,Open Product,Office Equipment,3977.17,82,11069
6277,1120,Kitchen Product,Electronics,2240.12,483,9417
6278,1755,Form Product,Industrial Parts,3655.88,154,11344
6279,1051,Assume Product,Packaging,4489.21,437,9937
6280,1258,Physical Product,Raw Material,3492.65,394,2674
6281,1102,Woman Product,Software License,3056.54,259,6580
6282,1261,Cause Product,Electronics,282.73,341,6473
6283,1589,Direction Product,Raw Material,4655.44,58,4838
6284,1939,Raise Product,Networking,3348.56,94,14183
6285,1001,Long Product,Office Equipment,877.96,418,12607
6286,1492,Threat Product,Server,2348.04,293,14437
6287,1321,Once Product,Raw Material,3360.38,29,9040
6288,1428,Account Product,Software License,4197.71,343,1978
6289,1828,Be Product,Laptop,3940.25,319,13161
6290,1970,Best Product,Laptop,4887.92,169,7097
6291,1132,Floor Product,Office Equipment,795.43,200,14463
6292,1497,Glass Product,Networking,1674.2,449,13995
6293,1279,Night Product,Software License,1216.75,325,1852
6294,1894,Act Product,Server,1427.24,239,11487
6295,1754,Window Product,Furniture,4405.64,405,8187
6296,1367,Performance Product,Packaging,105.53,453,7763
6297,1616,Service Product,Raw Material,4305.96,279,771
6298,1654,Early Product,Laptop,744.74,458,8045
6299,1627,And Product,Software License,3760.14,388,11343
6300,1539,Project Product,Packaging,3383.76,430,11160
6301,1370,Mission Product,Packaging,191.93,273,3381
6302,1011,Player Product,Industrial Parts,508.22,115,13393
6303,1569,Social Product,Office Equipment,3002.98,264,5865
6304,1881,Table Product,Networking,2568.42,42,12837
6305,1013,Push Product,Office Equipment,4109.1,142,11710
6306,1865,Image Product,Office Equipment,2206.07,123,5480
6307,1088,Task Product,Server,107.55,422,5346
6308,1991,Southern Product,Software License,3393.2,401,14067
6309,1281,Sea Product,Packaging,3196.6,183,5831
6310,1051,Town Product,Furniture,3723.95,53,4993
6311,1159,Southern Product,Laptop,4061.61,122,6861
6312,1336,These Product,Laptop,3598.21,207,2831
6313,1911,People Product,Software License,1289.02,437,8328
6314,1729,Each Product,Laptop,4607.6,191,6472
6315,1959,International Product,Packaging,2362.8,116,11285
6316,1494,Standard Product,Packaging,3055.09,292,3344
6317,1561,Line Product,Laptop,406.25,235,2413
6318,1190,Address Product,Networking,1097.03,412,5490
6319,1733,Happy Product,Industrial Parts,4499.49,284,13675
6320,1598,Happen Product,Networking,2846.08,86,2509
6321,1862,Major Product,Office Equipment,3450.93,297,4870
6322,1855,Become Product,Server,3543.89,400,14162
6323,1063,Break Product,Laptop,4178.87,293,2104
6324,1933,Toward Product,Software License,3802.72,228,12091
6325,1674,Central Product,Packaging,3478.15,54,3332
6326,1788,Body Product,Electronics,1287.03,356,3738
6327,1117,Force Product,Server,1749.05,137,6884
6328,1599,Low Product,Electronics,4440.79,183,5098
6329,1543,Because Product,Raw Material,1865.38,302,3750
6330,1102,Type Product,Server,4919.88,396,9931
6331,1218,Not Product,Software License,2674.01,456,4399
6332,1066,Major Product,Office Equipment,54.43,297,5296
6333,1751,Indicate Product,Packaging,4041.71,270,12908
6334,1970,Citizen Product,Furniture,853.89,443,12512
6335,1180,Pay Product,Furniture,2404.06,463,1734
6336,1582,Season Product,Raw Material,1207.75,82,1363
6337,1524,Break Product,Server,331.88,439,8704
6338,1215,Experience Product,Office Equipment,2548.74,264,9973
6339,1956,Difference Product,Furniture,1400.7,42,4852
6340,1697,After Product,Office Equipment,277.73,443,4545
6341,1208,Need Product,Networking,4722.86,179,12794
6342,1255,Important Product,Server,1833.49,396,288
6343,1720,Sister Product,Server,2199.61,184,4909
6344,1849,Thank Product,Furniture,2530.94,382,1704
6345,1872,Very Product,Raw Material,4661.9,426,13749
6346,1021,Factor Product,Furniture,1526.99,235,2141
6347,1548,Particular Product,Electronics,3359.71,494,4817
6348,1067,Level Product,Server,2594.84,85,5659
6349,1095,Office Product,Furniture,2695.15,398,9436
6350,1520,Too Product,Laptop,2117.45,81,6197
6351,1988,Leave Product,Furniture,4012.39,312,9725
6352,1480,Share Product,Server,1296.56,421,3026
6353,1626,Improve Product,Software License,2539.52,46,7832
6354,1256,Again Product,Furniture,3193.33,323,684
6355,1844,List Product,Laptop,1240.74,496,1265
6356,1772,Continue Product,Electronics,3810.1,468,5840
6357,1782,About Product,Software License,2779.22,218,2991
6358,1855,Whole Product,Furniture,881.43,285,11804
6359,1906,Tv Product,Office Equipment,1243.34,173,1783
6360,1079,Identify Product,Office Equipment,2661.32,325,10619
6361,1629,Nearly Product,Office Equipment,1207.8,167,316
6362,1852,Line Product,Office Equipment,4104.82,340,12958
6363,1126,Can Product,Office Equipment,1453.5,424,9684
6364,1461,More Product,Raw Material,1718.72,336,1585
6365,1178,Successful Product,Laptop,2111.77,319,13426
6366,1350,Wife Product,Packaging,1735.46,419,2884
6367,1309,Work Product,Furniture,4458.03,183,4922
6368,1471,Movement Product,Furniture,3609.94,287,4659
6369,1535,Perhaps Product,Furniture,1600.52,214,10307
6370,1357,Sure Product,Software License,2329.15,214,1650
6371,1111,Walk Product,Server,2802.39,298,5112
6372,1194,Change Product,Laptop,526.7,457,7950
6373,1973,Apply Product,Office Equipment,67.7,260,13707
6374,1244,History Product,Server,4738.6,71,4406
6375,1798,Check Product,Industrial Parts,1770.14,397,1366
6376,1650,Suddenly Product,Electronics,3646.75,306,13531
6377,1491,Big Product,Raw Material,478.51,249,4787
6378,1578,Born Product,Office Equipment,2848.42,154,5553
6379,1354,Ground Product,Networking,803.06,305,7418
6380,1190,National Product,Electronics,1924.51,197,11349
6381,1158,Mrs Product,Office Equipment,1392.84,388,169
6382,1115,Sit Product,Industrial Parts,3124.58,33,7130
6383,1076,Involve Product,Furniture,819.95,223,1661
6384,1460,Organization Product,Server,2128.57,217,3746
6385,1699,Third Product,Industrial Parts,3847.03,29,11661
6386,1027,Throughout Product,Server,3163.79,451,14008
6387,1537,Student Product,Laptop,433.77,37,12305
6388,1828,Trip Product,Software License,4744.14,289,10663
6389,1446,Near Product,Industrial Parts,884.09,169,14829
6390,1171,System Product,Software License,868.11,307,8173
6391,1482,With Product,Server,3960.36,183,7853
6392,1030,View Product,Furniture,4976.29,275,11629
6393,1769,Floor Product,Office Equipment,2248.06,345,2308
6394,1728,Great Product,Software License,4140.92,438,13811
6395,1122,Somebody Product,Office Equipment,4797.5,122,1825
6396,1952,Office Product,Server,3083.53,346,14801
6397,1905,During Product,Office Equipment,1602.14,373,12065
6398,1483,Leave Product,Laptop,1435.79,135,1342
6399,1491,Camera Product,Networking,4092.48,24,1503
6400,1176,International Product,Packaging,2005.15,402,7058
6401,1922,Law Product,Industrial Parts,2209.24,343,14989
6402,1563,Hope Product,Laptop,3225.42,464,7900
6403,1046,Individual Product,Office Equipment,3221.53,175,12593
6404,1218,Quickly Product,Packaging,785.65,26,14007
6405,1635,Somebody Product,Laptop,1464.38,113,13886
6406,1389,Mouth Product,Software License,1912.28,10,13079
6407,1461,Trial Product,Electronics,2149.18,131,13827
6408,1090,Beat Product,Furniture,4464.99,473,5713
6409,1916,Public Product,Laptop,3992.88,101,2183
6410,1336,Everything Product,Packaging,218.32,493,2217
6411,1434,We Product,Raw Material,2942.63,471,8848
6412,1042,Executive Product,Networking,4708.05,325,4008
6413,1405,Foot Product,Industrial Parts,4574.94,256,14899
6414,1428,Single Product,Electronics,2315.44,273,1873
6415,1303,Poor Product,Server,4451.11,100,8870
6416,1964,Southern Product,Raw Material,593.29,474,10647
6417,1759,Happen Product,Software License,3838.81,51,8088
6418,1526,Player Product,Networking,3217.3,495,431
6419,1754,Effort Product,Industrial Parts,2737.57,293,14736
6420,1008,Store Product,Packaging,3425.67,111,14592
6421,1845,Until Product,Packaging,2139.69,183,13023
6422,1618,Possible Product,Networking,3375.2,153,2240
6423,1703,Song Product,Furniture,2515.95,434,4714
6424,1705,Have Product,Packaging,2279.4,392,779
6425,1064,Under Product,Networking,530.82,21,5951
6426,1032,See Product,Electronics,4002.21,192,4569
6427,1797,Remember Product,Industrial Parts,3972.01,191,7114
6428,1795,Painting Product,Furniture,44.16,158,11059
6429,1296,Choice Product,Packaging,3814.9,343,12027
6430,1325,Return Product,Packaging,2873.62,30,5167
6431,1598,Stock Product,Electronics,4006.58,261,209
6432,1561,Paper Product,Networking,1416.6,208,2792
6433,1011,Need Product,Packaging,864.67,323,4081
6434,1492,Standard Product,Office Equipment,2071.45,374,12181
6435,1461,Air Product,Electronics,2038.18,337,10200
6436,1084,Name Product,Industrial Parts,4057.38,102,12623
6437,1727,Customer Product,Raw Material,2849.89,25,9784
6438,1035,Guess Product,Packaging,374.95,66,2941
6439,1356,Whole Product,Software License,2799.79,354,7830
6440,1033,People Product,Furniture,1255.6,166,1644
6441,1127,Heart Product,Industrial Parts,2133.32,210,6715
6442,1277,Gas Product,Industrial Parts,3265.06,475,8570
6443,1678,Front Product,Networking,2349.3,470,648
6444,1722,Increase Product,Furniture,328.09,146,5880
6445,1416,Tax Product,Furniture,4979.8,336,1575
6446,1546,Myself Product,Server,4081.83,173,6386
6447,1778,Line Product,Networking,870.84,276,6157
6448,1834,Sing Product,Electronics,3539.56,242,4153
6449,1862,We Product,Office Equipment,2349.09,357,11993
6450,1324,Fact Product,Server,2314.6,52,1892
6451,1004,Anything Product,Server,811.58,142,12561
6452,1185,Performance Product,Furniture,789.95,45,4043
6453,1537,Already Product,Office Equipment,3595.34,447,1204
6454,1271,Wonder Product,Laptop,4357.01,95,11092
6455,1509,White Product,Laptop,4336.95,398,12973
6456,1018,Join Product,Laptop,1077.04,252,2368
6457,1479,Center Product,Packaging,3860.91,134,7632
6458,1779,Project Product,Packaging,1314.36,24,3932
6459,1138,Nearly Product,Industrial Parts,1696.06,451,5055
6460,1810,About Product,Furniture,4659.32,491,2522
6461,1125,Surface Product,Furniture,3459.6,375,4344
6462,1044,Ask Product,Industrial Parts,3636.48,447,9324
6463,1333,Goal Product,Raw Material,1520.34,290,3090
6464,1291,Theory Product,Furniture,2120.82,297,3033
6465,1149,Remember Product,Electronics,3615.02,248,6118
6466,1862,Best Product,Electronics,648.5,56,9507
6467,1819,They Product,Server,1347.67,121,10272
6468,1707,Federal Product,Server,728.39,286,6852
6469,1715,Current Product,Packaging,434.4,265,7173
6470,1418,Them Product,Industrial Parts,4659.16,182,5856
6471,1805,Remain Product,Industrial Parts,3627.84,412,6606
6472,1605,Rather Product,Networking,2322.32,69,4825
6473,1267,Attention Product,Laptop,115.42,61,14258
6474,1734,Total Product,Electronics,2315.28,303,10602
6475,1200,Career Product,Raw Material,2240.42,381,12804
6476,1114,Less Product,Packaging,4964.44,289,13670
6477,1431,Subject Product,Software License,4561.49,258,7961
6478,1987,At Product,Laptop,2751.87,387,6250
6479,1517,Low Product,Server,1094.45,137,8948
6480,1945,Return Product,Furniture,2807.07,444,10388
6481,1249,Herself Product,Raw Material,1524.02,419,12831
6482,1310,Manage Product,Packaging,3569.91,205,2183
6483,1377,Then Product,Office Equipment,3754.18,298,9993
6484,1493,Issue Product,Electronics,3510.69,284,11506
6485,1512,Star Product,Laptop,3464.51,432,7565
6486,1436,Sport Product,Office Equipment,3079.12,319,8982
6487,1074,Quickly Product,Furniture,83.73,487,9895
6488,1005,Or Product,Industrial Parts,1012.55,32,11581
6489,1232,Follow Product,Raw Material,635.34,485,10059
6490,1412,Up Product,Furniture,4066.47,358,6404
6491,1386,Term Product,Laptop,544.29,281,11249
6492,1166,Focus Product,Server,1898.38,61,14184
6493,1316,Better Product,Raw Material,3993.44,146,8733
6494,1626,Play Product,Networking,2160.21,271,14164
6495,1461,Which Product,Networking,2249.08,334,1365
6496,1104,Kid Product,Software License,2991.32,312,10831
6497,1386,Evidence Product,Raw Material,4908.89,451,7318
6498,1222,Agree Product,Packaging,4514.63,73,11117
6499,1022,Cover Product,Packaging,710.97,222,10070
6500,1252,Probably Product,Software License,2667.6,152,6424
6501,1581,Son Product,Server,4121.03,362,2883
6502,1633,Whom Product,Furniture,259.43,33,12124
6503,1363,Common Product,Networking,830.5,238,2265
6504,1388,Ask Product,Raw Material,2365.99,201,4633
6505,1135,No Product,Server,277.9,243,9650
6506,1583,Safe Product,Networking,3291.21,102,10291
6507,1984,Practice Product,Industrial Parts,3523.01,353,12285
6508,1111,Begin Product,Networking,4419.66,196,925
6509,1798,Particular Product,Industrial Parts,2302.83,348,2580
6510,1352,Debate Product,Furniture,363.67,259,14349
6511,1422,Admit Product,Software License,3648.54,127,14792
6512,1943,Body Product,Electronics,1040.89,36,6965
6513,1725,Chance Product,Packaging,4113.87,148,4302
6514,1609,Your Product,Furniture,3839.11,84,2291
6515,1628,Carry Product,Software License,2143.85,85,6668
6516,1377,Test Product,Electronics,2047.22,69,488
6517,1888,Worker Product,Laptop,1124.04,46,2425
6518,1004,Future Product,Raw Material,1254.36,12,5672
6519,1955,Top Product,Electronics,3179.21,352,6401
6520,1919,Quickly Product,Server,3231.92,373,1809
6521,1939,I Product,Electronics,2455.75,18,2833
6522,1889,Meet Product,Raw Material,4776.25,401,7630
6523,1831,Congress Product,Server,520.05,126,8126
6524,1736,Adult Product,Electronics,1836.96,123,2006
6525,1092,Son Product,Software License,3058.69,499,6486
6526,1888,Conference Product,Electronics,221.28,469,13483
6527,1624,Military Product,Packaging,3002.96,34,12615
6528,1028,Moment Product,Electronics,1124.21,345,12157
6529,1795,Brother Product,Electronics,102.59,336,3727
6530,1340,They Product,Raw Material,660.94,120,13194
6531,1581,Officer Product,Software License,1453.76,380,1133
6532,1851,Cup Product,Electronics,1000.79,298,11115
6533,1653,I Product,Laptop,1701.92,391,9436
6534,1202,East Product,Networking,4490.84,168,11508
6535,1781,Smile Product,Software License,490.18,371,3168
6536,1538,Those Product,Networking,2599.12,387,14775
6537,1332,Message Product,Software License,2019.82,461,9221
6538,1837,Administration Product,Laptop,1876.01,308,2622
6539,1721,Important Product,Raw Material,3478.65,468,6332
6540,1988,Important Product,Electronics,3677.35,184,1783
6541,1808,Already Product,Furniture,3777.71,132,808
6542,1841,Can Product,Networking,2587.51,274,6604
6543,1479,But Product,Industrial Parts,1082.47,410,14213
6544,1057,Example Product,Furniture,2412.46,374,3571
6545,1232,Newspaper Product,Office Equipment,2367.21,151,13677
6546,1731,Federal Product,Packaging,2869.02,369,6911
6547,1633,Yard Product,Packaging,4111.59,200,14176
6548,1935,Shake Product,Industrial Parts,4689.17,18,8934
6549,1625,Evening Product,Laptop,458.68,165,12513
6550,1165,Provide Product,Electronics,616.21,399,4954
6551,1356,Fill Product,Raw Material,3473.49,453,11471
6552,1095,Certainly Product,Laptop,4179.94,357,14477
6553,1654,Painting Product,Networking,610.07,228,1137
6554,1113,Little Product,Raw Material,914.37,238,3451
6555,1374,Performance Product,Industrial Parts,2462.59,482,1096
6556,1861,Until Product,Furniture,3260.49,479,9578
6557,1281,Force Product,Industrial Parts,2926.36,141,2921
6558,1445,Kitchen Product,Packaging,2703.48,60,401
6559,1065,South Product,Electronics,2205.87,384,8898
6560,1059,Born Product,Laptop,2105.53,226,7904
6561,1282,Mission Product,Software License,2582.76,50,13682
6562,1384,Page Product,Software License,3666.86,130,1496
6563,1245,Class Product,Raw Material,1815.92,200,14046
6564,1611,Special Product,Networking,654.13,425,590
6565,1050,Education Product,Packaging,1698.14,452,10270
6566,1084,Green Product,Networking,1860.37,306,711
6567,1941,Improve Product,Software License,3373.78,285,14272
6568,1533,Body Product,Laptop,4666.71,311,3873
6569,1007,Magazine Product,Networking,1416.11,493,6366
6570,1230,Apply Product,Office Equipment,1441.49,229,7341
6571,1624,Thousand Product,Raw Material,4344.87,466,3511
6572,1334,Per Product,Packaging,4017.43,290,3842
6573,1713,Foot Product,Networking,868.15,184,4177
6574,1097,Clearly Product,Server,3021.98,400,6531
6575,1685,On Product,Laptop,4864.77,212,3756
6576,1683,Institution Product,Server,3583.64,183,9558
6577,1384,The Product,Laptop,4216.07,149,8170
6578,1308,Training Product,Industrial Parts,1018.86,173,9717
6579,1021,Officer Product,Packaging,4519.6,178,3658
6580,1946,Floor Product,Software License,632.62,145,14896
